EFF_Blowdown_Loss,EFF_Enthalpy_Loss,EFF_FD_Fan_Out,EFF_FeedWater_Temp,EFF_Fuel_Flow,EFF_Fuel_Flow_Total,EFF_Stack_Loss,EFF_Stack_Temp,EFF_Steam_Flow
0.1,1.5,86,91,1285,1455.92,9.8,218,4030
